date,distance_km,chlorophyll_mg_m3,lat,lon
2025-02,203.41146770072905,1.0711904,30.071356783919597,-113.57412060301507
2025-02,205.15410907505876,1.0711904,30.058291457286433,-113.5640703517588
2025-02,206.89681882242778,1.0711904,30.045226130653266,-113.55402010050251
2025-02,208.6395969220523,1.2281984,30.0321608040201,-113.54396984924622
2025-02,210.38244335313928,1.4039074,30.019095477386934,-113.53391959798995
2025-02,212.1253580948829,1.4039074,30.00603015075377,-113.52386934673366
2025-02,213.8683411264671,1.6901406,29.992964824120605,-113.51381909547739
2025-02,215.61139242706304,1.6901406,29.979899497487438,-113.5037688442211
2025-02,217.3545119758295,1.7747644,29.966834170854273,-113.49371859296483
2025-02,219.09769975191602,1.5952421,29.953768844221106,-113.48366834170854
2025-02,220.8409557344573,1.5952421,29.94070351758794,-113.47361809045226
2025-02,222.5842799025806,1.5952421,29.927638190954774,-113.46356783919597
2025-02,224.32767223539645,1.6336138,29.91457286432161,-113.4535175879397
2025-02,226.07113271200944,1.6336138,29.901507537688442,-113.44346733668341
2025-02,227.81466131150856,1.6336138,29.888442211055278,-113.43341708542714
2025-02,229.55825801297286,1.6336138,29.87537688442211,-113.42336683417085
2025-02,231.30192279546722,1.6938342,29.862311557788946,-113.41331658291458
2025-02,233.04565563805016,1.6938342,29.849246231155778,-113.40326633165829
2025-02,234.78945651976284,1.6938342,29.836180904522614,-113.39321608040201
2025-02,236.53332541963928,1.5516853,29.823115577889446,-113.38316582914572
2025-02,238.2772623166987,1.8008982,29.810050251256282,-113.37311557788945
2025-02,240.0212671899539,1.8008982,29.796984924623118,-113.36306532663316
2025-02,241.76534001839855,1.6120863,29.78391959798995,-113.35301507537689
2025-02,243.50948078102027,1.6120863,29.770854271356786,-113.3429648241206
2025-02,245.25368945679398,1.9626218,29.757788944723618,-113.33291457286433
2025-02,246.99796602468288,1.6377912,29.744723618090454,-113.32286432160804
2025-02,248.7423104636374,1.6377912,29.731658291457286,-113.31281407035176
2025-02,250.48672275259952,1.6377912,29.718592964824122,-113.30276381909547
2025-02,252.23120287049522,1.3833092,29.705527638190954,-113.2927135678392
2025-02,253.97575079624377,1.7248306,29.69246231155779,-113.28266331658291
2025-02,255.72036650874813,1.7248306,29.679396984924622,-113.27261306532664
2025-02,257.4650499869056,1.4767851,29.66633165829146,-113.26256281407035
2025-02,259.20980120959655,1.4767851,29.65326633165829,-113.25251256281408
2025-02,260.954620155693,1.6423316,29.640201005025126,-113.24246231155779
2025-02,262.69950680405304,1.6423316,29.62713567839196,-113.23241206030151
2025-02,264.44446113352535,1.5677824,29.614070351758794,-113.22236180904522
2025-02,266.1894831229467,1.5677824,29.60100502512563,-113.21231155778895
2025-02,267.9345727511438,1.5888083,29.587939698492463,-113.20226130653266
2025-02,269.6797299969272,1.4927249,29.5748743718593,-113.19221105527639
2025-02,271.42495483910176,1.4927249,29.56180904522613,-113.1821608040201
2025-02,273.17024725645564,1.4927249,29.548743718592966,-113.17211055276383
2025-02,274.9156072277709,1.5479186,29.5356783919598,-113.16206030150754
2025-02,276.6610347318139,1.5479186,29.522613065326635,-113.15201005025125
2025-02,278.40652974734013,1.5479186,29.509547738693467,-113.14195979899498
2025-02,280.152092253097,1.6458366,29.496482412060303,-113.13190954773869
2025-02,281.89772222781676,1.6373074,29.483417085427135,-113.12185929648241
2025-02,283.6434196502202,1.6373074,29.47035175879397,-113.11180904522612
2025-02,285.3891844990183,1.6730578,29.457286432160803,-113.10175879396985
2025-02,287.1350167529124,1.6730578,29.44422110552764,-113.09170854271356
2025-02,288.88091639058865,1.5952291,29.43115577889447,-113.08165829145729
2025-02,290.62688339072463,1.5952291,29.418090452261307,-113.071608040201
2025-02,292.3729177319835,1.6487863,29.405025125628143,-113.06155778894473
2025-02,294.1190193930205,1.6487863,29.391959798994975,-113.05150753768844
2025-02,295.86518835247784,1.6144228,29.378894472361807,-113.04145728643216
2025-02,297.6114245889857,1.6521842,29.365829145728643,-113.03140703517587
2025-02,299.3577280811632,1.6521842,29.35276381909548,-113.0213567839196
2025-02,301.104098807621,1.6521842,29.33969849246231,-113.01130653266331
2025-02,302.8505367469532,1.4676148,29.326633165829147,-113.00125628140704
2025-02,304.5970418777455,1.5796981,29.31356783919598,-112.99120603015075
2025-02,306.3436141785721,1.5796981,29.300502512562815,-112.98115577889448
2025-02,308.0902536279966,1.5460895,29.287437185929647,-112.97110552763819
2025-02,309.8369602045697,1.5460895,29.274371859296483,-112.96105527638191
2025-02,311.5837338868313,1.6011481,29.261306532663315,-112.95100502512562
2025-02,313.330574653309,1.4162645,29.24824120603015,-112.94095477386935
2025-02,315.0774824825228,1.4162645,29.235175879396984,-112.93090452261306
2025-02,316.8244573529753,1.4162645,29.22211055276382,-112.92085427135679
2025-02,318.5714992431641,1.4398911,29.209045226130655,-112.9108040201005
2025-02,320.31860813157056,1.5328994,29.195979899497488,-112.90075376884423
2025-02,322.06578399666853,1.5328994,29.18291457286432,-112.89070351758794
2025-02,323.8130268169163,1.5328994,29.169849246231156,-112.88065326633166
2025-02,325.5603365707643,1.8446797,29.15678391959799,-112.87060301507537
2025-02,327.3077132366507,1.8446797,29.143718592964824,-112.8605527638191
2025-02,329.05515679300333,1.8446797,29.13065326633166,-112.85050251256281
2025-02,330.80266721823506,1.6380873,29.117587939698492,-112.84045226130654
2025-02,332.5502444907521,1.5325431,29.104522613065328,-112.83040201005025
2025-02,334.29788858894545,1.5325431,29.09145728643216,-112.82035175879398
2025-02,336.0455994912004,1.5719473,29.078391959798996,-112.81030150753769
2025-02,337.7933771758841,1.5719473,29.065326633165828,-112.80025125628141
2025-02,339.5412216213567,1.392961,29.052261306532664,-112.79020100502512
2025-02,341.2891328059649,1.4689258,29.039195979899496,-112.78015075376885
2025-02,343.03711070804655,1.4689258,29.026130653266332,-112.77010050251256
2025-02,344.7851553059259,1.4689258,29.013065326633168,-112.76005025125629
2025-02,346.5332665779185,1.4689258,29.0,-112.75
2025-03,0.0,3.8051744,31.6,-114.75
2025-03,1.734501495285024,4.1335125,31.586934673366837,-114.73994974874371
2025-03,3.4690737134757175,4.2524233,31.57386934673367,-114.72989949748744
2025-03,5.203716635184974,4.2524233,31.560804020100505,-114.71984924623115
2025-03,6.938430241012232,4.2524233,31.547738693467338,-114.70979899497488
2025-03,8.673214511545236,3.8087704,31.534673366834173,-114.69974874371859
2025-03,10.408069427361108,3.8087704,31.521608040201006,-114.68969849246231
2025-03,12.142994969024565,3.8087704,31.50854271356784,-114.67964824120602
2025-03,13.87799111708652,3.7037423,31.495477386934674,-114.66959798994975
2025-03,15.613057852085488,3.5174074,31.48241206030151,-114.65954773869346
2025-03,17.34819515455077,3.5174074,31.469346733668342,-114.64949748743719
2025-03,19.08340300499538,3.154397,31.456281407035178,-114.6394472361809
2025-03,20.81868138392665,3.154397,31.44321608040201,-114.62939698492463
2025-03,22.554030271830683,3.010862,31.430150753768846,-114.61934673366834
2025-03,24.289449649186487,3.010862,31.417085427135678,-114.60929648241206
2025-03,26.02493949646385,2.7953148,31.404020100502514,-114.59924623115577
2025-03,27.76049979411593,2.7953148,31.39095477386935,-114.5891959798995
2025-03,29.496130522583837,2.7257593,31.377889447236182,-114.57914572864321
2025-03,31.231831662297346,2.703557,31.364824120603018,-114.56909547738694
2025-03,32.96760319367772,2.703557,31.35175879396985,-114.55904522613065
2025-03,34.703445097127116,2.703557,31.338693467336686,-114.54899497487438
2025-03,36.43935735304236,2.6116457,31.325628140703518,-114.53894472361809
2025-03,38.17533994180223,2.6116457,31.312562814070354,-114.52889447236181
2025-03,39.911392843778394,2.6116457,31.299497487437186,-114.51884422110552
2025-03,41.647516039326966,2.6223047,31.286432160804022,-114.50879396984925
2025-03,43.38370950879483,2.6735237,31.273366834170854,-114.49874371859296
2025-03,45.119973232514354,2.6735237,31.26030150753769,-114.48869346733669
2025-03,46.85630719080728,2.5548968,31.247236180904522,-114.4786432160804
2025-03,48.59271136398083,2.5548968,31.23417085427136,-114.46859296482413
2025-03,50.32918573233443,2.5548968,31.22110552763819,-114.45854271356784
2025-03,52.0657302761498,2.4967535,31.208040201005026,-114.44849246231156
2025-03,53.80234497570227,2.4967535,31.194974874371862,-114.43844221105527
2025-03,55.53902981125125,2.4967535,31.181909547738694,-114.428391959799
